coin_id,symbol,timestamp,close,next_close,vol_mcap_ratio,vol_change_24h,vol_change_12h,price_momentum_7d,price_momentum_3d,price_momentum_1d,rsi_14,rsi_slope,bb_width,bb_percentb,consolidation_range,consecutive_green,momentum_ignition,obv_divergence,distance_from_ath_pct,distance_from_atl_pct,mcap_tier,price_compression,relative_volume_spike,fear_greed_proxy,label
synth_mega_000,SM000,1765988566121,61446.80189634,64382.01152455,0.061039,1.8478,1.6466,8.201,0.3049,-2.7812,48.87,0.26,0.143453,0.7302,0.042857,1,0,1,93.92,402.83,0.96,0,0,0.6932,0
synth_mega_000,SM000,1766074966121,64382.01152455,60041.30013457,0.020914,0.5661,0.4414,11.9089,5.1822,4.7768,53.9,5.38,0.157655,0.9864,0.036016,0,0,1,93.63,426.85,0.96,0,0,0.3234,0
synth_mega_000,SM000,1766161366121,60041.30013457,58656.99453385,0.064821,1.7969,1.6698,-0.0795,-5.0049,-6.7421,46.6,-5.43,0.157526,0.5228,0.032886,0,0,0,94.06,391.33,0.96,1,0,0.6796,0
synth_mega_000,SM000,1766247766121,58656.99453385,60719.36926815,0.039869,0.9275,0.8149,-7.0742,-4.5402,-2.3056,44.53,-4.34,0.158591,0.3824,0.03046,1,0,0,94.19,380.0,0.96,1,0,0.4672,0
synth_mega_000,SM000,1766334166121,60719.36926815,61146.00552122,0.030468,0.716,0.7277,-0.8825,-5.6889,3.516,48.22,-5.68,0.142856,0.579,0.032098,0,0,0,93.99,396.88,0.96,0,0,0.2893,0
synth_mega_000,SM000,1766420566121,61146.00552122,64492.32636374,0.019226,0.4513,0.4267,-0.1045,1.8399,0.7026,48.98,2.38,0.127731,0.609,0.02206,1,0,0,93.95,400.37,0.96,0,0,0.2939,0
synth_mega_000,SM000,1766506966121,64492.32636374,61155.31240446,0.043245,1.1177,1.4485,2.0373,9.9482,5.4727,54.58,10.05,0.13932,0.9645,0.022204,2,0,1,93.61,427.75,0.96,0,0,0.5275,0
synth_mega_000,SM000,1766593366121,61155.31240446,56479.6800347,0.047756,1.1957,1.5415,-0.4744,0.718,-5.1743,48.82,0.6,0.139162,0.5624,0.021646,0,0,0,93.95,400.44,0.96,0,0,0.4929,0
synth_mega_000,SM000,1766679766121,56479.6800347,62825.59691882,0.033814,0.8888,0.9203,-12.2741,-7.6314,-7.6455,42.12,-6.86,0.151458,0.0646,0.025766,1,0,0,94.41,362.18,0.96,0,0,0.4527,1
synth_mega_000,SM000,1766766166121,62825.59691882,61604.12307107,0.05498,1.3784,1.3215,4.6373,-2.5844,11.2358,51.8,-2.79,0.149247,0.7331,0.025554,2,0,0,93.78,414.11,0.96,0,0,0.7108,0
synth_mega_000,SM000,1766852566121,61604.12307107,61535.61682217,0.011958,0.3108,0.2627,5.0243,0.7339,-1.9442,50.06,1.24,0.149097,0.5991,0.025074,0,0,0,93.9,404.12,0.96,0,0,0.3004,0
synth_mega_000,SM000,1766938966121,61535.61682217,60870.90855387,0.017713,0.5135,0.5274,1.3443,8.9518,-0.1112,49.96,7.84,0.143835,0.5751,0.027707,1,0,0,93.91,403.56,0.96,0,0,0.2998,0
synth_mega_000,SM000,1767025366121,60870.90855387,61125.73820232,0.017752,0.5434,0.6291,-0.4499,-3.1113,-1.0802,48.93,-2.87,0.142909,0.4934,0.033113,2,0,0,93.97,398.12,0.96,0,0,0.2936,0
synth_mega_000,SM000,1767111766121,61125.73820232,60248.03322663,0.013974,0.4305,0.884,-5.2201,-0.7765,0.4186,49.36,-0.7,0.128143,0.4976,0.037214,3,0,0,93.95,400.2,0.96,0,0,0.2962,0
synth_mega_000,SM000,1767198166121,60248.03322663,77340.37355027,0.010724,0.3792,0.6507,-1.4836,-2.0924,-1.4359,47.86,-2.1,0.116867,0.3558,0.031749,4,0,0,94.04,393.02,0.96,0,0,0.2871,1
synth_mega_000,SM000,1767284566121,77340.37355027,80348.27885704,0.195741,8.515,13.8335,36.9349,27.0564,28.37,68.17,19.24,0.25166,1.0,0.039873,0,0,0,92.34,532.89,0.96,0,1,0.809,0
synth_mega_000,SM000,1767370966121,80348.27885704,90060.4296639,0.104035,2.2557,1.4158,27.891,31.4475,3.8892,70.36,21.0,0.353866,1.0,0.030002,0,0,0,92.04,557.5,0.96,0,0,0.8221,1
synth_mega_000,SM000,1767457366121,90060.4296639,91728.43022661,0.060571,1.1401,0.5852,46.1922,49.4828,12.0876,76.07,28.22,0.502113,1.0,0.026537,1,0,0,91.08,636.98,0.96,0,0,0.6564,0
synth_mega_000,SM000,1767543766121,91728.43022661,90227.96738935,0.035945,0.5984,0.2993,49.0656,18.6036,1.8521,76.9,8.73,0.605757,1.0,0.025776,2,0,0,90.92,650.63,0.96,0,0,0.4614,0
synth_mega_000,SM000,1767630166121,90227.96738935,90885.55551095,0.030118,0.4805,0.4505,48.2284,12.2961,-1.6358,74.41,4.06,0.669648,1.0,0.027782,3,0,0,91.07,638.35,0.96,0,0,0.4465,0
synth_mega_000,SM000,1767716566121,90885.55551095,99137.26088254,0.036332,0.5638,0.8607,48.6862,0.9162,0.7288,74.8,-1.28,0.714245,0.9496,0.020489,4,0,0,91.0,643.73,0.96,1,0,0.4488,0
synth_mega_000,SM000,1767802966121,99137.26088254,96003.44904246,0.024893,0.368,0.7293,64.5485,8.0769,9.0792,79.05,2.15,0.787744,1.0,0.020781,5,0,0,90.18,711.26,0.96,0,0,0.4743,0
synth_mega_000,SM000,1767889366121,96003.44904246,88058.99465263,0.022815,0.3275,0.7493,24.1311,6.401,-3.1611,73.95,-0.47,0.813985,0.9021,0.021465,0,0,0,90.49,685.61,0.96,0,0,0.4437,0
synth_mega_000,SM000,1767975766121,88058.99465263,89604.8697305,0.020652,0.4594,0.7372,9.5966,-3.11,-8.2752,62.87,-11.93,0.799357,0.7417,0.023906,0,0,0,91.28,620.6,0.96,0,0,0.3772,0
synth_mega_000,SM000,1768062166121,89604.8697305,96178.12824073,0.039534,1.1963,1.7349,-0.5058,-9.6153,1.7555,64.0,-15.05,0.78734,0.7424,0.024381,0,0,1,91.13,633.25,0.96,0,0,0.584,0
synth_mega_000,SM000,1768148566121,96178.12824073,100354.71569901,0.038068,1.2672,1.3759,4.8509,0.182,7.3358,68.4,-5.54,0.784894,0.8174,0.029029,0,0,0,90.48,687.04,0.96,0,0,0.8104,0
synth_mega_000,SM000,1768234966121,100354.71569901,98728.86740109,0.024595,0.8105,0.751,11.2235,13.963,4.3426,70.84,7.97,0.793865,0.8448,0.032266,1,0,0,90.06,721.22,0.96,0,0,0.6251,0
synth_mega_000,SM000,1768321366121,98728.86740109,95570.9206053,0.040623,1.3745,1.1925,8.6299,10.1825,-1.6201,68.62,4.62,0.776651,0.7883,0.036819,0,0,0,90.23,707.91,0.96,0,0,0.8117,0
synth_mega_000,SM000,1768407766121,95570.9206053,93732.59462977,0.053821,1.784,1.5633,-3.5974,-0.6313,-3.1986,64.4,-4.01,0.723532,0.7166,0.027157,0,0,0,90.54,682.07,0.96,0,0,0.7864,0
synth_mega_000,SM000,1768494166121,93732.59462977,95805.81125188,0.028675,0.836,0.7227,-2.3654,-6.5987,-1.9235,62.01,-8.84,0.684648,0.666,0.035976,0,0,0,90.72,667.03,0.96,0,0,0.572,0
synth_mega_000,SM000,1768580566121,95805.81125188,97292.98417868,0.029277,0.8332,0.7134,8.7973,-2.9607,2.2118,63.65,-4.98,0.635126,0.682,0.036478,0,0,0,90.51,683.99,0.96,0,0,0.5819,0
synth_mega_000,SM000,1768666966121,97292.98417868,110053.87409846,0.040793,1.1216,1.0949,8.58,1.8019,1.5523,64.82,0.42,0.576481,0.6905,0.037639,1,0,0,90.37,696.16,0.96,1,0,0.5889,1
synth_mega_000,SM000,1768753366121,110053.87409846,119077.0635645,0.027986,0.7657,0.8502,14.4271,17.4126,13.1159,72.9,10.9,0.530271,0.917,0.03006,0,0,1,89.1,800.59,0.96,1,0,0.4374,0
synth_mega_000,SM000,1768839766121,119077.0635645,120478.92284544,0.026053,0.742,0.7971,18.6562,24.29,8.1989,76.94,13.29,0.498169,1.0,0.037946,0,0,0,88.21,874.43,0.96,0,0,0.4616,0
synth_mega_000,SM000,1768926166121,120478.92284544,120998.09271996,0.054313,1.5378,1.7182,22.0301,23.831,1.1773,77.5,12.68,0.435129,1.0,0.025983,0,0,0,88.07,885.9,0.96,0,0,0.865,0
synth_mega_000,SM000,1769012566121,120998.09271996,121501.48841393,0.034221,0.9181,0.9475,26.6056,9.9444,0.4309,77.71,4.81,0.442514,1.0,0.030685,1,0,0,88.02,890.15,0.96,0,0,0.6663,0
synth_mega_000,SM000,1769098966121,121501.48841393,125638.32479284,0.043712,1.268,1.1444,29.6257,2.036,0.416,77.94,1.0,0.445942,0.9747,0.026591,2,0,0,87.97,894.27,0.96,0,0,0.8676,0
synth_mega_000,SM000,1769185366121,125638.32479284,129944.99643198,0.038233,1.044,0.8673,31.1385,4.2824,3.4048,79.72,2.22,0.478053,0.9834,0.030776,3,0,0,87.56,928.12,0.96,0,0,0.6783,0
synth_mega_000,SM000,1769271766121,129944.99643198,132526.44191193,0.038202,1.0079,0.9866,33.5605,7.3943,3.4278,81.4,3.69,0.514294,0.9859,0.034123,4,0,0,87.13,963.36,0.96,0,0,0.6884,0
synth_mega_000,SM000,1769358166121,132526.44191193,125131.66983897,0.045983,1.2252,1.1482,20.4196,9.0739,1.9866,82.35,4.41,0.540633,0.9612,0.038837,0,0,0,86.88,984.49,0.96,0,0,0.8941,0
synth_mega_000,SM000,1769444566121,125131.66983897,128255.42343883,0.014911,0.3718,0.3654,5.0846,-0.4033,-5.5798,71.18,-8.54,0.536783,0.7997,0.039241,1,0,0,87.61,923.97,0.96,0,0,0.4271,0
synth_mega_000,SM000,1769530966121,128255.42343883,129497.9952141,0.040142,1.0424,1.2153,6.4547,-1.3002,2.4964,72.85,-8.55,0.548377,0.8173,0.039691,2,0,0,87.3,949.53,0.96,0,0,0.6371,0
synth_mega_000,SM000,1769617366121,129497.9952141,130712.67015789,0.032206,0.8827,0.9563,7.0248,-2.2852,0.9688,73.51,-8.84,0.550745,0.8041,0.041778,3,0,0,87.18,959.7,0.96,0,0,0.6411,0
synth_mega_000,SM000,1769703766121,130712.67015789,128275.33097497,0.021387,0.5908,0.7353,7.5811,4.4601,0.938,74.17,3.0,0.527343,0.7962,0.034338,4,0,0,87.06,969.64,0.96,0,0,0.445,0
synth_mega_000,SM000,1769790166121,128275.33097497,124446.54087258,0.030419,0.9215,0.9735,2.0989,0.0155,-1.8647,70.38,-2.47,0.495016,0.7334,0.036448,5,0,0,87.3,949.7,0.96,0,0,0.6223,0
synth_mega_000,SM000,1769876566121,124446.54087258,127954.23920537,0.014627,0.4586,0.5223,-4.2314,-3.9008,-2.9848,64.78,-8.74,0.470276,0.647,0.036751,6,0,1,87.68,918.37,0.96,0,0,0.3887,0
synth_mega_000,SM000,1769962966121,127954.23920537,128855.44630924,0.015219,0.5335,0.6873,-3.45,-2.1103,2.8186,67.34,-6.83,0.454597,0.69,0.039439,7,0,1,87.33,947.07,0.96,0,0,0.4041,0
synth_mega_000,SM000,1770049366121,128855.44630924,126678.16024526,0.047933,1.9864,2.3861,2.9759,0.4522,0.7043,67.99,-2.39,0.43059,0.6863,0.038225,8,0,0,87.24,954.45,0.96,0,0,0.8079,0
synth_mega_000,SM000,1770135766121,126678.16024526,124904.61214654,0.054501,1.8893,2.1021,-1.2298,1.7932,-1.6897,64.66,-0.11,0.387548,0.6246,0.040662,0,0,1,87.46,936.63,0.96,0,0,0.788,0
synth_mega_000,SM000,1770222166121,124904.61214654,125995.16961275,0.020869,0.6754,0.5321,-3.5471,-2.3834,-1.4,62.01,-5.34,0.324707,0.563,0.040784,0,0,0,87.63,922.11,0.96,0,0,0.372,0
synth_mega_000,SM000,1770308566121,125995.16961275,122849.08394419,0.036758,1.2554,0.8943,-3.6091,-2.2198,0.8731,63.01,-4.97,0.253624,0.5663,0.036705,1,0,0,87.53,931.04,0.96,0,0,0.7781,0
synth_mega_000,SM000,1770394966121,122849.08394419,121653.69817148,0.032724,1.0397,0.8755,-4.2302,-3.0227,-2.497,58.22,-6.45,0.158879,0.3824,0.045933,0,0,0,87.84,905.29,0.96,0,0,0.5493,0
synth_mega_000,SM000,1770481366121,121653.69817148,119877.99022877,0.03084,0.9697,1.024,-2.2442,-2.6027,-0.9731,56.46,-5.54,0.117119,0.2206,0.05532,1,0,0,87.96,895.51,0.96,0,0,0.5388,0
synth_mega_000,SM000,1770567766121,119877.99022877,121150.38076059,0.049751,1.4581,1.4877,-6.3118,-4.8551,-1.4596,53.86,-9.15,0.114879,0.0896,0.051422,0,0,0,88.13,880.98,0.96,0,0,0.7232,0
synth_mega_000,SM000,1770654166121,121150.38076059,130776.03763797,0.046318,1.186,1.2263,-5.9796,-1.3828,1.0614,55.44,-2.77,0.113358,0.1711,0.05243,0,0,0,88.01,891.39,0.96,0,0,0.5327,0
synth_mega_000,SM000,1770740566121,130776.03763797,138333.1819454,0.033885,0.8728,0.801,3.2349,7.4986,7.9452,65.18,8.72,0.112049,0.814,0.045737,0,0,1,87.05,970.16,0.96,0,0,0.5911,0
synth_mega_000,SM000,1770826966121,138333.1819454,130882.06219857,0.040458,1.1277,0.934,10.7511,15.395,5.7787,70.61,16.75,0.132891,1.0,0.037118,1,0,0,86.3,1032.0,0.96,0,0,0.6237,0
synth_mega_000,SM000,1770913366121,130882.06219857,126756.89231622,0.029531,0.7635,0.7342,3.8786,8.0327,-5.3864,60.58,5.14,0.134467,0.7012,0.032229,0,0,1,87.04,971.03,0.96,0,0,0.3635,0
synth_mega_000,SM000,1770999766121,126756.89231622,126960.02977628,0.044735,1.1884,1.292,3.181,-3.0733,-3.1518,55.85,-9.33,0.133467,0.4695,0.031614,0,0,1,87.45,937.27,0.96,0,0,0.5351,0
synth_mega_000,SM000,1771086166121,126960.02977628,126697.15187902,0.026249,0.6669,0.6864,4.3618,-8.2216,0.1603,56.03,-14.58,0.128265,0.4977,0.026807,1,0,0,87.43,938.93,0.96,0,0,0.3362,0
synth_mega_000,SM000,1771172566121,126697.15187902,122674.88733695,0.032545,0.8409,0.9713,5.6884,-3.1975,-0.2071,55.71,-4.87,0.127506,0.4766,0.027765,0,0,0,87.46,936.78,0.96,0,0,0.5343,0
synth_mega_000,SM000,1771258966121,122674.88733695,123002.0135023,0.019332,0.5334,0.5602,1.2584,-3.2203,-3.1747,50.92,-4.93,0.130944,0.2518,0.027132,0,0,1,87.85,903.87,0.96,0,0,0.3055,0
synth_mega_000,SM000,1771345366121,123002.0135023,123464.5281894,0.014904,0.4601,0.5723,-5.9445,-3.1175,0.2667,51.28,-4.75,0.132227,0.2925,0.019619,0,0,0,87.82,906.55,0.96,0,0,0.3077,0
synth_mega_000,SM000,1771431766121,123464.5281894,119713.61708445,0.053567,1.8049,2.4064,-10.7484,-2.5515,0.376,51.83,-3.88,0.130395,0.3392,0.019417,0,0,0,87.78,910.33,0.96,1,0,0.711,0
synth_mega_001,SM001,1765038166122,57663.4795785,55689.39654706,0.033195,0.8106,0.9287,6.692,-3.8687,-9.2584,50.0,0.0,0.0,0.5,0.031219,2,0,0,72.83,492.8,0.9729,0,0,0.5,0
synth_mega_001,SM001,1765124566122,55689.39654706,59271.40712884,0.035318,0.8729,0.9551,-4.6249,-9.4528,-3.4235,45.79,-4.21,0.0,0.5,0.032315,3,0,1,73.76,472.5,0.9729,0,0,0.4748,0
synth_mega_001,SM001,1765210966122,59271.40712884,58322.30301475,0.057649,1.5518,1.7857,0.766,-6.7281,6.4321,53.12,3.12,0.0,0.5,0.030346,0,0,0,72.07,509.33,0.9729,1,0,0.7187,0
synth_mega_001,SM001,1765297366122,58322.30301475,59957.21417911,0.0395,1.063,0.9393,-0.192,1.1425,-1.6013,51.15,1.15,0.0,0.5,0.037773,1,0,1,72.52,499.57,0.9729,0,0,0.5069,0
synth_mega_001,SM001,1765383766122,59957.21417911,59092.53944017,0.052378,1.3436,1.1862,-0.0448,7.6636,2.8032,54.3,8.5,0.0,0.5,0.042058,0,0,1,71.75,516.38,0.9729,0,0,0.7258,0
synth_mega_001,SM001,1765470166122,59092.53944017,62856.95738529,0.02499,0.5914,0.5014,-3.9195,-0.3018,-1.4422,52.37,-0.75,0.189708,0.6466,0.042339,0,0,1,72.16,507.49,0.9729,0,0,0.3142,0
synth_mega_001,SM001,1765556566122,62856.95738529,61398.51738335,0.063623,1.6412,1.6332,-1.0857,7.7752,6.3704,59.15,8.01,0.205536,0.9305,0.045642,1,0,1,70.39,546.19,0.9729,1,0,0.7549,0
synth_mega_001,SM001,1765642966122,61398.51738335,61962.42644099,0.072062,1.645,1.5333,6.4773,2.4039,-2.3203,55.84,1.54,0.210508,0.7785,0.048599,0,0,0,71.07,531.19,0.9729,1,0,0.735,0
synth_mega_001,SM001,1765729366122,61962.42644099,60796.56808644,0.04272,0.8655,0.7976,11.2643,4.8566,0.9184,56.84,4.47,0.206526,0.7952,0.046294,1,0,0,70.81,536.99,0.9729,0,0,0.5411,0
synth_mega_001,SM001,1765815766122,60796.56808644,57553.16477033,0.050607,1.0038,0.851,2.5732,-3.2779,-1.8816,54.1,-5.06,0.193176,0.6789,0.041822,2,0,1,71.36,525.0,0.9729,0,0,0.5246,0
synth_mega_001,SM001,1765902166122,57553.16477033,58177.27976619,0.048151,0.9745,0.8734,-1.3188,-6.2629,-5.3348,47.25,-8.58,0.17827,0.3671,0.037135,0,0,0,72.88,491.66,0.9729,1,0,0.4835,0
synth_mega_001,SM001,1765988566122,58177.27976619,58145.88330339,0.058526,1.1556,1.241,-2.9687,-6.1088,1.0844,48.6,-8.24,0.171291,0.4116,0.034288,1,0,0,72.59,498.08,0.9729,0,0,0.4916,0
synth_mega_001,SM001,1766074966122,58145.88330339,58848.70789738,0.015657,0.3039,0.2986,-1.602,-4.3599,-0.054,48.53,-5.56,0.152328,0.3743,0.033069,2,0,0,72.61,497.75,0.9729,0,0,0.2912,0
synth_mega_001,SM001,1766161366122,58848.70789738,57365.46207207,0.033403,0.6655,0.8191,-6.3768,2.251,1.2087,50.19,2.94,0.128891,0.4124,0.031665,3,0,0,72.27,504.98,0.9729,0,0,0.3012,0
synth_mega_001,SM001,1766247766122,57365.46207207,60014.94212154,0.048794,1.0636,1.3606,-6.5687,-1.3954,-2.5204,46.77,-1.83,0.131875,0.2317,0.032073,0,0,0,72.97,489.73,0.9729,0,0,0.4806,0
synth_mega_001,SM001,1766334166122,60014.94212154,59283.67843603,0.029669,0.6973,0.9096,-3.143,3.2144,4.6186,52.95,4.41,0.131576,0.562,0.037737,1,0,0,71.72,516.97,0.9729,0,0,0.3177,0
synth_mega_001,SM001,1766420566122,59283.67843603,62109.14051834,0.034615,0.8508,0.9283,-2.4884,0.7391,-1.2185,51.18,0.99,0.130472,0.4629,0.03822,2,0,0,72.07,509.45,0.9729,0,0,0.5071,0
synth_mega_001,SM001,1766506966122,62109.14051834,53306.52308541,0.057408,1.4949,1.523,7.9161,8.2692,4.766,57.13,10.36,0.13535,0.801,0.042245,0,0,0,70.74,538.5,0.9729,0,0,0.7428,0
synth_mega_001,SM001,1766593366122,53306.52308541,55324.9953041,0.030462,0.7668,0.751,-8.3723,-11.1779,-14.1728,40.55,-12.4,0.162159,0.0,0.040132,1,0,0,74.89,448.0,0.9729,0,0,0.2433,0
synth_mega_001,SM001,1766679766122,55324.9953041,53999.34358979,0.042014,1.1764,1.029,-4.8514,-6.6775,3.7865,44.53,-6.66,0.158891,0.1223,0.044955,0,0,1,73.93,468.75,0.9729,0,0,0.4672,0
synth_mega_001,SM001,1766766166122,53999.34358979,56166.43008829,0.050587,1.2813,1.1684,-8.2404,-13.0573,-2.3961,42.51,-14.62,0.174358,0.0431,0.041204,0,0,0,74.56,455.13,0.9729,0,0,0.6551,0
synth_mega_001,SM001,1766852566122,56166.43008829,54199.40782486,0.040049,0.955,0.9763,-2.0902,5.365,4.0132,46.75,6.2,0.172525,0.25,0.041149,0,0,1,73.54,477.41,0.9729,1,0,0.4805,0
synth_mega_001,SM001,1766938966122,54199.40782486,56331.07882962,0.057616,1.4161,1.303,-9.6901,-2.0345,-3.5021,43.61,-0.92,0.185431,0.1083,0.038432,0,0,0,74.46,457.18,0.9729,0,0,0.6617,0
synth_mega_001,SM001,1767025366122,56331.07882962,56169.23730264,0.054983,1.2306,1.1126,-4.9805,4.3181,3.933,47.71,5.19,0.188418,0.3168,0.037578,0,0,1,73.46,479.1,0.9729,0,0,0.6862,0
synth_mega_001,SM001,1767111766122,56169.23730264,57286.77290525,0.044293,0.9308,0.8705,-9.5637,0.005,-0.2873,47.43,0.68,0.189914,0.3202,0.032273,1,0,0,73.54,477.43,0.9729,0,0,0.4846,0
synth_mega_001,SM001,1767198166122,57286.77290525,58108.59412686,0.042246,0.9241,0.8078,7.4667,5.6963,1.9896,49.64,6.03,0.19003,0.4295,0.028161,0,0,0,73.01,488.92,0.9729,0,0,0.4978,0
synth_mega_001,SM001,1767284566122,58108.59412686,61933.92477096,0.033374,0.7041,0.7075,5.0314,3.1555,1.4346,51.26,3.56,0.175058,0.5278,0.02467,0,0,0,72.62,497.37,0.9729,1,0,0.3076,0
synth_mega_001,SM001,1767370966122,61933.92477096,63538.7562121,0.051842,1.123,1.297,14.6938,10.2631,6.5831,58.05,10.62,0.177753,0.8967,0.019412,1,0,0,70.82,536.7,0.9729,1,0,0.5483,0
synth_mega_001,SM001,1767457366122,63538.7562121,63593.7785647,0.050883,1.098,1.1976,13.1259,10.9135,2.5912,60.53,10.89,0.18751,1.0,0.019611,0,0,0,70.06,553.19,0.9729,0,0,0.5632,0
synth_mega_001,SM001,1767543766122,63593.7785647,62013.57654078,0.034988,0.7306,0.7712,17.333,9.4395,0.0866,60.61,9.35,0.201381,0.9721,0.01609,1,0,0,70.04,553.76,0.9729,0,0,0.3637,0
synth_mega_001,SM001,1767630166122,62013.57654078,61540.57288007,0.060459,1.3538,1.3171,10.0877,0.1286,-2.4848,56.79,-1.26,0.208812,0.8054,0.02848,0,0,0,70.78,537.52,0.9729,0,0,0.7407,0
synth_mega_001,SM001,1767716566122,61540.57288007,61310.66246785,0.029905,0.6581,0.6131,9.5628,-3.1448,-0.7627,55.65,-4.87,0.21373,0.7462,0.032258,1,0,0,71.01,532.65,0.9729,0,0,0.3339,0
synth_mega_001,SM001,1767802966122,61310.66246785,62432.17851832,0.025676,0.5918,0.6145,7.0241,-3.5902,-0.3736,55.08,-5.54,0.217211,0.7111,0.035932,2,0,0,71.11,530.29,0.9729,1,0,0.3305,0
synth_mega_001,SM001,1767889366122,62432.17851832,59699.85937807,0.050958,1.2423,1.3174,7.4405,0.675,1.8292,57.39,0.61,0.223811,0.7759,0.033059,0,0,0,70.59,541.82,0.9729,1,0,0.7443,0
synth_mega_001,SM001,1767975766122,59699.85937807,57254.96307519,0.041761,0.9594,1.1759,-3.6072,-2.9911,-4.3765,50.56,-5.09,0.222578,0.5596,0.032726,0,0,0,71.87,513.73,0.9729,0,0,0.5034,0
synth_mega_001,SM001,1768062166122,57254.96307519,60979.37146105,0.033611,0.7985,0.8517,-9.8897,-6.615,-4.0953,45.36,-9.72,0.223714,0.384,0.026546,1,0,0,73.02,488.6,0.9729,0,0,0.2721,0
synth_mega_001,SM001,1768148566122,60979.37146105,63504.26248626,0.023793,0.6005,0.565,-4.1111,-2.327,6.505,53.25,-4.14,0.225674,0.6592,0.02453,2,0,0,71.27,526.88,0.9729,0,0,0.3195,0
synth_mega_001,SM001,1768234966122,63504.26248626,67042.68267039,0.030834,0.8109,0.9328,2.4038,6.3725,4.1406,57.71,7.15,0.230909,0.8358,0.024885,0,0,1,70.08,552.84,0.9729,0,0,0.5463,0
synth_mega_001,SM001,1768321366122,67042.68267039,66084.01785041,0.041589,1.2308,1.414,8.9406,17.095,5.5719,63.03,17.67,0.240084,1.0,0.028907,0,0,0,68.41,589.22,0.9729,0,0,0.7782,0
synth_mega_001,SM001,1768407766122,66084.01785041,64597.7369608,0.036204,1.021,1.1288,7.7855,8.3711,-1.4299,60.8,7.55,0.245939,0.9004,0.028834,1,0,0,68.87,579.36,0.9729,1,0,0.5648,0
synth_mega_001,SM001,1768494166122,64597.7369608,57653.50480572,0.027275,0.7379,0.7533,3.4687,1.7219,-2.2491,57.4,-0.3,0.232918,0.7765,0.025504,0,0,1,69.57,564.08,0.9729,0,0,0.3444,0
synth_mega_001,SM001,1768580566122,57653.50480572,57595.5764651,0.047769,1.4225,1.3639,-3.4277,-14.0048,-10.75,44.81,-18.22,0.227285,0.2748,0.032337,0,0,0,72.84,492.69,0.9729,0,0,0.6689,0
synth_mega_001,SM001,1768666966122,57595.5764651,60852.24028612,0.042109,1.2227,1.1355,0.5949,-12.8449,-0.1005,44.73,-16.07,0.210059,0.2392,0.03455,0,0,1,72.86,492.1,0.9729,0,0,0.6684,0
