trade_id,strategy,symbol,direction,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,position_size_pct,capital_at_risk,pnl_pct,pnl_amount,exit_reason,hold_time_hours,is_win,timeframe,created_at
0183851ADDFC4DC2,FLASH_REV_v1,AVAXUSDT,LONG,2020-05-23 00:00:00,2020-05-23 15:55:40,1106.78325801,1118.51241592,1090.18150913,1134.45283946,0.1087,1086.79,1.0598,11.52,TIME_EXIT,15.93,True,1h,2026-03-08T18:36:22.437184
333C792CE53FB0FC,FLASH_REV_v1,DOTUSDT,LONG,2020-06-03 13:00:00,2020-06-04 03:14:20,1297.22816816,1319.9968386,1277.76974564,1329.65887237,0.1047,1046.83,1.7552,18.37,TIME_EXIT,14.24,True,1h,2026-03-08T18:36:22.438169
B30FC545542B3540,FLASH_REV_v1,BTCUSDT,LONG,2020-06-09 04:00:00,2020-06-09 13:49:37,45194.38432467,45739.87632116,44516.4685598,46324.24393279,0.1128,1128.02,1.207,13.62,TRAILING_STOP,9.83,True,1h,2026-03-08T18:36:22.436514
9D6047BAFB18B158,FLASH_REV_v1,ETHUSDT,LONG,2020-06-22 21:00:00,2020-06-23 11:43:52,1478.30275842,1494.56001495,1456.12821704,1515.26032738,0.0806,805.59,1.0997,8.86,TAKE_PROFIT,14.73,True,1h,2026-03-08T18:36:22.435816
B10AC5EB40AEC2BD,FLASH_REV_v1,ADAUSDT,LONG,2020-07-05 18:00:00,2020-07-06 03:07:05,852.44936443,865.70052956,839.66262396,873.76059854,0.0814,813.76,1.5545,12.65,TRAILING_STOP,9.12,True,1h,2026-03-08T18:36:22.438013
EA0C408DF21AF762,FLASH_REV_v1,BTCUSDT,LONG,2020-07-09 14:00:00,2020-07-09 21:55:51,26088.34094677,26437.30643186,25697.01583257,26740.54947044,0.0832,832.2,1.3376,11.13,TAKE_PROFIT,7.93,True,1h,2026-03-08T18:36:22.438039
EE85CAB53DBD2E8A,FLASH_REV_v1,ETHUSDT,LONG,2020-07-12 00:00:00,2020-07-12 10:36:38,3263.59040546,3241.44339224,3214.63654938,3345.1801656,0.0948,948.28,-0.6786,-6.44,TIME_EXIT,10.61,False,1h,2026-03-08T18:36:22.436252
963B901BA6C64A36,FLASH_REV_v1,ADAUSDT,LONG,2020-07-17 00:00:00,2020-07-17 07:35:06,2218.89450179,2206.53481189,2185.61108427,2274.36686434,0.1054,1054.36,-0.557,-5.87,TIME_EXIT,7.59,False,1h,2026-03-08T18:36:22.435884
DC5DC5AC8E652DF2,FLASH_REV_v1,BTCUSDT,LONG,2020-07-20 09:00:00,2020-07-20 16:08:38,11765.32645614,11900.60133204,11588.8465593,12059.45961754,0.0831,830.59,1.1498,9.55,TIME_EXIT,7.14,True,1h,2026-03-08T18:36:22.437092
113114F54E9BA073,FLASH_REV_v1,ADAUSDT,LONG,2020-08-04 12:00:00,2020-08-04 21:47:43,2389.37753108,2434.67601141,2353.53686812,2449.11196936,0.082,820.1,1.8958,15.55,TRAILING_STOP,9.8,True,1h,2026-03-08T18:36:22.437655
E32DEA92B8BA674B,FLASH_REV_v1,ETHUSDT,LONG,2020-08-07 23:00:00,2020-08-08 08:33:28,2251.9205033,2292.60838591,2218.14169575,2308.21851588,0.106,1060.3,1.8068,19.16,TAKE_PROFIT,9.56,True,1h,2026-03-08T18:36:22.436627
7664B642EC291997,FLASH_REV_v1,BTCUSDT,LONG,2020-08-08 03:00:00,2020-08-08 15:14:39,29227.10511054,29535.74552805,28788.69853388,29957.7827383,0.1068,1068.02,1.056,11.28,TRAILING_STOP,12.24,True,1h,2026-03-08T18:36:22.436378
0EF9EFCD095C1AF7,FLASH_REV_v1,DOTUSDT,LONG,2020-08-12 15:00:00,2020-08-13 02:38:58,1416.0161413,1405.84341197,1394.77589919,1451.41654484,0.102,1020.46,-0.7184,-7.33,TIME_EXIT,11.65,False,1h,2026-03-08T18:36:22.436958
80719F49FAB0CE2D,FLASH_REV_v1,ADAUSDT,LONG,2020-09-03 03:00:00,2020-09-03 17:34:35,3920.6262078,3974.39692395,3861.81681468,4018.641863,0.0827,827.41,1.3715,11.35,TRAILING_STOP,14.58,True,1h,2026-03-08T18:36:22.436222
01DBDEB4B1584F4A,FLASH_REV_v1,BTCUSDT,LONG,2020-09-07 18:00:00,2020-09-08 01:45:06,42032.36538096,42494.92736556,41401.87990024,43083.17451548,0.0983,983.34,1.1005,10.82,TIME_EXIT,7.75,True,1h,2026-03-08T18:36:22.436818
0C7D8E684A43ECF0,FLASH_REV_v1,ADAUSDT,LONG,2020-09-09 04:00:00,2020-09-09 10:07:42,1289.27837613,1307.80939721,1269.93920049,1321.51033554,0.0918,917.81,1.4373,13.19,TAKE_PROFIT,6.13,True,1h,2026-03-08T18:36:22.436618
7392864CBB71ACFE,FLASH_REV_v1,DOTUSDT,LONG,2020-09-19 00:00:00,2020-09-19 09:53:08,3791.10043263,3846.22802951,3734.23392614,3885.87794344,0.1177,1176.61,1.4541,17.11,TRAILING_STOP,9.89,True,1h,2026-03-08T18:36:22.436231
61FBF26CC60C2A90,FLASH_REV_v1,ADAUSDT,LONG,2020-09-22 12:00:00,2020-09-23 01:10:12,2753.58952833,2737.38834136,2712.28568541,2822.42926654,0.0887,886.93,-0.5884,-5.22,STOP_LOSS,13.17,False,1h,2026-03-08T18:36:22.437735
FE5CC4E8DFD0E6EC,FLASH_REV_v1,SOLUSDT,LONG,2020-09-24 02:00:00,2020-09-24 11:36:44,1702.2611479,1722.82346361,1676.72723068,1744.81767659,0.1088,1088.07,1.2079,13.14,TIME_EXIT,9.61,True,1h,2026-03-08T18:36:22.437334
39B71CFD102D8002,FLASH_REV_v1,BNBUSDT,LONG,2020-10-03 07:00:00,2020-10-03 20:12:10,167.35390815,170.15330999,164.84359953,171.53775586,0.0864,863.61,1.6727,14.45,TIME_EXIT,13.2,True,1h,2026-03-08T18:36:22.437909
4D1937100B31CE93,FLASH_REV_v1,SOLUSDT,LONG,2020-10-10 22:00:00,2020-10-11 12:00:49,3196.86175576,3243.00410121,3148.90882942,3276.78329965,0.0802,801.78,1.4434,11.57,TAKE_PROFIT,14.01,True,1h,2026-03-08T18:36:22.437213
D9BF859E31D838A9,FLASH_REV_v1,BTCUSDT,LONG,2020-10-11 03:00:00,2020-10-11 11:16:10,35817.23281523,36492.08886738,35279.974323,36712.66363561,0.0829,828.72,1.8842,15.61,TRAILING_STOP,8.27,True,1h,2026-03-08T18:36:22.437021
12D8393064CE8215,FLASH_REV_v1,ADAUSDT,LONG,2020-10-18 00:00:00,2020-10-18 07:31:15,589.27106269,595.68448147,580.43199675,604.00283926,0.0858,858.44,1.0884,9.34,TIME_EXIT,7.52,True,1h,2026-03-08T18:36:22.437798
3EDE660553837940,FLASH_REV_v1,BTCUSDT,LONG,2020-10-26 04:00:00,2020-10-26 19:41:04,33881.39618518,34511.19310414,33373.1752424,34728.43108981,0.0863,862.57,1.8588,16.03,TIME_EXIT,15.68,True,1h,2026-03-08T18:36:22.436912
FF83D54FD5067D43,FLASH_REV_v1,BTCUSDT,LONG,2020-11-15 10:00:00,2020-11-16 03:56:12,39718.29911238,40524.6691752,39122.52462569,40711.25659019,0.0871,870.61,2.0302,17.68,TIME_EXIT,17.94,True,1h,2026-03-08T18:36:22.436695
6B81CD8EA7E0F2E5,FLASH_REV_v1,AVAXUSDT,LONG,2020-11-20 11:00:00,2020-11-21 04:05:04,2167.4937881,2203.1887685,2134.98138128,2221.6811328,0.0962,961.74,1.6468,15.84,TRAILING_STOP,17.08,True,1h,2026-03-08T18:36:22.438116
6EAB6267C181596E,FLASH_REV_v1,ETHUSDT,LONG,2020-11-24 04:00:00,2020-11-24 21:12:18,3690.54602915,3738.98775506,3635.18783872,3782.80967988,0.1154,1153.89,1.3126,15.15,TIME_EXIT,17.21,True,1h,2026-03-08T18:36:22.436358
A4AE86BAE39FD7CC,FLASH_REV_v1,DOGEUSDT,LONG,2020-12-02 16:00:00,2020-12-03 09:06:22,4083.49383991,4136.73839943,4022.24143231,4185.58118591,0.1142,1142.13,1.3039,14.89,TIME_EXIT,17.11,True,1h,2026-03-08T18:36:22.437268
CEED61F78BF4BC8F,FLASH_REV_v1,BTCUSDT,LONG,2020-12-24 17:00:00,2020-12-24 23:46:48,10102.81056188,10030.78107793,9951.26840345,10355.38082592,0.1012,1012.22,-0.713,-7.22,TIME_EXIT,6.78,False,1h,2026-03-08T18:36:22.437441
154C84C27E3AC532,FLASH_REV_v1,ETHUSDT,LONG,2020-12-29 07:00:00,2020-12-29 20:11:27,954.43893317,948.82236473,940.12234917,978.2999065,0.1172,1172.48,-0.5885,-6.9,TIME_EXIT,13.19,False,1h,2026-03-08T18:36:22.437249
157DA61792253335,FLASH_REV_v1,BNBUSDT,LONG,2021-01-06 17:00:00,2021-01-06 23:38:26,721.20518166,730.27547591,710.38710393,739.2353112,0.0834,834.26,1.2577,10.49,TIME_EXIT,6.64,True,1h,2026-03-08T18:36:22.437083
DEC644E0CFAF73BE,FLASH_REV_v1,BTCUSDT,LONG,2021-01-09 07:00:00,2021-01-09 22:20:56,233.0674937,236.90087864,229.57148129,238.89418104,0.0854,853.65,1.6448,14.04,TRAILING_STOP,15.35,True,1h,2026-03-08T18:36:22.437106
A396481587186BAB,FLASH_REV_v1,ETHUSDT,LONG,2021-01-09 13:00:00,2021-01-09 21:02:43,3805.97106004,3871.99947548,3748.88149414,3901.12033654,0.0909,909.04,1.7349,15.77,TRAILING_STOP,8.05,True,1h,2026-03-08T18:36:22.437807
35E9BD11D9A9351E,FLASH_REV_v1,AVAXUSDT,LONG,2021-01-20 10:00:00,2021-01-20 22:29:37,3747.48973781,3721.2049283,3691.27739174,3841.17698125,0.0983,982.95,-0.7014,-6.89,STOP_LOSS,12.49,False,1h,2026-03-08T18:36:22.437354
E24416B234D20E94,FLASH_REV_v1,BTCUSDT,LONG,2021-01-24 23:00:00,2021-01-25 10:25:43,48594.77035504,49254.15068037,47865.84879971,49809.63961391,0.1181,1180.83,1.3569,16.02,TIME_EXIT,11.43,True,1h,2026-03-08T18:36:22.436552
87D93C4F64DC014D,FLASH_REV_v1,ETHUSDT,LONG,2021-02-06 02:00:00,2021-02-06 08:46:26,3132.26435953,3189.49627947,3085.28039413,3210.57096851,0.0978,978.49,1.8272,17.88,TAKE_PROFIT,6.77,True,1h,2026-03-08T18:36:22.437175
7CF0D7E11375B511,FLASH_REV_v1,ETHUSDT,LONG,2021-02-27 19:00:00,2021-02-28 10:18:20,2801.18415135,2782.28420399,2759.16638908,2871.21375513,0.1125,1124.98,-0.6747,-7.59,TIME_EXIT,15.31,False,1h,2026-03-08T18:36:22.437240
76E42BFDBA188225,FLASH_REV_v1,LINKUSDT,LONG,2021-03-08 08:00:00,2021-03-08 16:53:50,4429.38928891,4404.88136439,4362.94844958,4540.12402113,0.0992,992.48,-0.5533,-5.49,STOP_LOSS,8.9,False,1h,2026-03-08T18:36:22.438106
019239677AFE37C2,FLASH_REV_v1,XRPUSDT,LONG,2021-03-22 19:00:00,2021-03-23 12:49:09,3901.60187162,3878.73608656,3843.07784355,3999.14191842,0.0891,891.32,-0.5861,-5.22,TIME_EXIT,17.82,False,1h,2026-03-08T18:36:22.437468
0B510DFBCE7712FC,FLASH_REV_v1,BTCUSDT,LONG,2021-04-08 07:00:00,2021-04-09 00:40:14,4060.42444817,4117.90930971,3999.51808144,4161.93505937,0.1003,1002.77,1.4157,14.2,TRAILING_STOP,17.67,True,1h,2026-03-08T18:36:22.437116
6487213A43D8375D,FLASH_REV_v1,BTCUSDT,LONG,2021-04-15 17:00:00,2021-04-16 02:04:19,35534.02822165,35356.40284935,35001.01779833,36422.37892719,0.0881,880.55,-0.4999,-4.4,TIME_EXIT,9.07,False,1h,2026-03-08T18:36:22.435863
0F4CEA31E7636EB7,FLASH_REV_v1,DOTUSDT,LONG,2021-04-25 10:00:00,2021-04-25 20:18:06,1232.61531273,1253.4365392,1214.12608304,1263.43069555,0.089,889.63,1.6892,15.03,TAKE_PROFIT,10.3,True,1h,2026-03-08T18:36:22.438077
122DF4035565C5A7,FLASH_REV_v1,ADAUSDT,LONG,2021-04-29 14:00:00,2021-04-30 05:49:59,2973.63598601,2958.75304793,2929.03144622,3047.97688566,0.1165,1164.94,-0.5005,-5.83,TIME_EXIT,15.83,False,1h,2026-03-08T18:36:22.437135
0E1BA193302BB547,FLASH_REV_v1,ETHUSDT,LONG,2021-05-07 23:00:00,2021-05-08 12:08:17,3612.29190174,3674.90096209,3558.10752321,3702.59919928,0.1146,1145.76,1.7332,19.86,TRAILING_STOP,13.14,True,1h,2026-03-08T18:36:22.437684
C1DF134D7D714171,FLASH_REV_v1,SOLUSDT,LONG,2021-05-09 16:00:00,2021-05-10 09:50:49,2489.92516169,2476.91342977,2452.57628427,2552.17329074,0.0906,906.36,-0.5226,-4.74,STOP_LOSS,17.85,False,1h,2026-03-08T18:36:22.436428
BCF692E85C4A18B0,FLASH_REV_v1,DOTUSDT,LONG,2021-06-01 07:00:00,2021-06-01 20:26:02,3277.1288724,3331.85854485,3227.97193931,3359.05709421,0.0807,806.54,1.67,13.47,TIME_EXIT,13.43,True,1h,2026-03-08T18:36:22.437845
312D90CBA6DC2A81,FLASH_REV_v1,BTCUSDT,LONG,2021-06-03 04:00:00,2021-06-03 21:31:19,11577.73431846,11724.03696078,11404.06830369,11867.17767642,0.1103,1102.52,1.2637,13.93,TIME_EXIT,17.52,True,1h,2026-03-08T18:36:22.437593
C9A5653219E5C82F,FLASH_REV_v1,ETHUSDT,LONG,2021-06-13 08:00:00,2021-06-13 22:15:41,2479.71143514,2515.09725002,2442.51576361,2541.70422102,0.0909,908.81,1.427,12.97,TRAILING_STOP,14.26,True,1h,2026-03-08T18:36:22.437763
B0CBCFFC731B9F34,FLASH_REV_v1,SOLUSDT,LONG,2021-06-16 04:00:00,2021-06-16 15:58:14,335.57921123,339.85489442,330.54552306,343.96869151,0.0822,822.22,1.2741,10.48,TAKE_PROFIT,11.97,True,1h,2026-03-08T18:36:22.435840
331282F868743689,FLASH_REV_v1,ADAUSDT,LONG,2021-06-20 10:00:00,2021-06-20 21:49:54,2922.84925714,2964.27982178,2879.00651828,2995.92048857,0.1133,1132.57,1.4175,16.05,TAKE_PROFIT,11.83,True,1h,2026-03-08T18:36:22.437781
26C5C73BFC084160,FLASH_REV_v1,SOLUSDT,LONG,2021-07-04 03:00:00,2021-07-04 15:32:13,807.56773445,819.62847711,795.45421843,827.75692781,0.0819,819.37,1.4935,12.24,TRAILING_STOP,12.54,True,1h,2026-03-08T18:36:22.436580
9E54F533A7F34A34,FLASH_REV_v1,SOLUSDT,LONG,2021-07-26 07:00:00,2021-07-26 21:41:00,3813.05933519,3877.21374533,3755.86344516,3908.38581857,0.1084,1084.01,1.6825,18.24,TIME_EXIT,14.68,True,1h,2026-03-08T18:36:22.436317
10AA5C4F193E908D,FLASH_REV_v1,BNBUSDT,LONG,2021-07-29 10:00:00,2021-07-30 02:17:01,3677.75217359,3739.17671252,3622.58589099,3769.69597793,0.0873,872.51,1.6702,14.57,TIME_EXIT,16.28,True,1h,2026-03-08T18:36:22.436173
EE1D74BED5C915C4,FLASH_REV_v1,SOLUSDT,LONG,2021-07-29 16:00:00,2021-07-30 01:09:41,2911.58317197,2944.78376018,2867.90942439,2984.37275127,0.0838,838.12,1.1403,9.56,TAKE_PROFIT,9.16,True,1h,2026-03-08T18:36:22.436339
0CA4AE0724AFA7F5,FLASH_REV_v1,ETHUSDT,LONG,2021-07-31 08:00:00,2021-08-01 01:45:39,1571.59406762,1600.11812485,1548.02015661,1610.88391932,0.1198,1198.38,1.815,21.75,TAKE_PROFIT,17.76,True,1h,2026-03-08T18:36:22.437968
EA502910C3962D77,FLASH_REV_v1,BTCUSDT,LONG,2021-08-03 23:00:00,2021-08-04 12:24:56,3337.22219541,3386.7663451,3287.16386248,3420.6527503,0.0863,862.92,1.4846,12.81,TIME_EXIT,13.42,True,1h,2026-03-08T18:36:22.437696
42A503B6FB502049,FLASH_REV_v1,LINKUSDT,LONG,2021-08-29 11:00:00,2021-08-29 23:29:54,3264.77143112,3301.3800736,3215.79985966,3346.3907169,0.0881,880.58,1.1213,9.87,TRAILING_STOP,12.5,True,1h,2026-03-08T18:36:22.436112
7520727AF61FE4C0,FLASH_REV_v1,BTCUSDT,LONG,2021-09-01 08:00:00,2021-09-01 23:45:48,41765.7744934,42415.34811698,41139.287876,42809.91885573,0.0976,976.03,1.5553,15.18,TRAILING_STOP,15.76,True,1h,2026-03-08T18:36:22.436471
95B97A34F094BCF3,FLASH_REV_v1,BTCUSDT,LONG,2021-09-01 23:00:00,2021-09-02 07:27:43,10007.75553934,10144.71185938,9857.63920625,10257.94942782,0.0975,975.15,1.3685,13.34,TIME_EXIT,8.46,True,1h,2026-03-08T18:36:22.436290
28592E241ECC12B1,FLASH_REV_v1,DOTUSDT,LONG,2021-09-06 05:00:00,2021-09-06 16:39:03,287.89250214,286.15117743,283.57411461,295.0898147,0.0896,896.2,-0.6049,-5.42,STOP_LOSS,11.65,False,1h,2026-03-08T18:36:22.435896
4598D765D3A20BDF,FLASH_REV_v1,ADAUSDT,LONG,2021-09-18 14:00:00,2021-09-18 23:29:27,2928.37520652,2969.45750179,2884.44957842,3001.58458668,0.0941,940.69,1.4029,13.2,TAKE_PROFIT,9.49,True,1h,2026-03-08T18:36:22.436261
FE8512D142EC4B97,FLASH_REV_v1,ETHUSDT,LONG,2021-09-28 19:00:00,2021-09-29 08:05:50,2444.88609479,2490.11415145,2408.21280337,2506.00824716,0.1193,1193.06,1.8499,22.07,TIME_EXIT,13.1,True,1h,2026-03-08T18:36:22.438207
3CE4805DC933009D,FLASH_REV_v1,DOGEUSDT,LONG,2021-10-10 00:00:00,2021-10-10 16:50:55,1342.38373049,1358.03299412,1322.24797453,1375.94332375,0.084,839.9,1.1658,9.79,TAKE_PROFIT,16.85,True,1h,2026-03-08T18:36:22.435829
5B060108E4449EA4,FLASH_REV_v1,ADAUSDT,LONG,2021-10-14 09:00:00,2021-10-15 02:28:33,980.11343332,994.24811765,965.41173182,1004.61626915,0.0905,905.08,1.4421,13.05,TAKE_PROFIT,17.48,True,1h,2026-03-08T18:36:22.438067
8E78C13E704CB969,FLASH_REV_v1,BTCUSDT,LONG,2021-11-18 15:00:00,2021-11-19 02:10:14,13490.45754383,13408.54450075,13288.10068067,13827.71898243,0.1051,1050.79,-0.6072,-6.38,TIME_EXIT,11.17,False,1h,2026-03-08T18:36:22.437325
AD77757A4485B99F,FLASH_REV_v1,AVAXUSDT,LONG,2021-12-01 12:00:00,2021-12-01 20:20:10,1881.85496547,1915.98738574,1853.62714098,1928.9013396,0.1067,1066.58,1.8138,19.35,TAKE_PROFIT,8.34,True,1h,2026-03-08T18:36:22.435804
0071C9BED336B758,FLASH_REV_v1,DOTUSDT,LONG,2021-12-10 19:00:00,2021-12-11 06:48:25,2103.95525426,2091.96871446,2072.39592545,2156.55413562,0.0901,901.37,-0.5697,-5.14,STOP_LOSS,11.81,False,1h,2026-03-08T18:36:22.436439
6920980372840070,FLASH_REV_v1,ETHUSDT,LONG,2021-12-19 20:00:00,2021-12-20 07:11:02,1234.68719233,1256.22027905,1216.16688445,1265.55437214,0.1046,1045.75,1.744,18.24,TRAILING_STOP,11.18,True,1h,2026-03-08T18:36:22.436894
D4F61538AA12BDF3,FLASH_REV_v1,AVAXUSDT,LONG,2022-01-02 16:00:00,2022-01-03 07:44:02,641.48879028,654.67128731,631.86645843,657.52601004,0.0871,870.58,2.055,17.89,TRAILING_STOP,15.73,True,1h,2026-03-08T18:36:22.436542
30E6E02B386E60C2,FLASH_REV_v1,SOLUSDT,LONG,2022-01-11 21:00:00,2022-01-12 05:48:07,4320.13526574,4380.74030175,4255.33323675,4428.13864738,0.1023,1023.03,1.4029,14.35,TIME_EXIT,8.8,True,1h,2026-03-08T18:36:22.437345
E62F46A2AE6B2B67,FLASH_REV_v1,ADAUSDT,LONG,2022-03-05 12:00:00,2022-03-05 21:33:44,1654.81467542,1685.25243349,1629.99245529,1696.18504231,0.0958,958.2,1.8393,17.62,TAKE_PROFIT,9.56,True,1h,2026-03-08T18:36:22.436590
70E3A2440D78E722,FLASH_REV_v1,AVAXUSDT,LONG,2022-03-12 01:00:00,2022-03-12 07:57:10,762.54388644,774.47028559,751.10572814,781.6074836,0.0841,840.52,1.564,13.15,TRAILING_STOP,6.95,True,1h,2026-03-08T18:36:22.437422
5677D63AFE286C27,FLASH_REV_v1,BTCUSDT,LONG,2022-03-14 07:00:00,2022-03-14 21:59:01,20839.96381765,20699.55448352,20527.36436038,21360.96291309,0.0993,993.14,-0.6738,-6.69,STOP_LOSS,14.98,False,1h,2026-03-08T18:36:22.435852
8A3B35445D9ADF17,FLASH_REV_v1,LINKUSDT,LONG,2022-03-16 08:00:00,2022-03-16 22:08:56,3844.49976831,3923.37691442,3786.83227178,3940.61226252,0.1005,1004.61,2.0517,20.61,TAKE_PROFIT,14.15,True,1h,2026-03-08T18:36:22.437726
0DE3EC978BBB4D8C,FLASH_REV_v1,SOLUSDT,LONG,2022-04-06 08:00:00,2022-04-06 18:50:58,4534.22274714,4593.66702897,4466.20940594,4647.57831582,0.0836,835.76,1.311,10.96,TAKE_PROFIT,10.85,True,1h,2026-03-08T18:36:22.436637
075C037A0FCA2E86,FLASH_REV_v1,BNBUSDT,LONG,2022-04-07 20:00:00,2022-04-08 10:52:27,587.25802074,595.91985058,578.44915043,601.93947126,0.1138,1137.73,1.475,16.78,TAKE_PROFIT,14.87,True,1h,2026-03-08T18:36:22.436885
