trade_id,strategy,symbol,direction,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,position_size_pct,capital_at_risk,pnl_pct,pnl_amount,exit_reason,hold_time_hours,is_win,timeframe,created_at
11FA3DE9D449C152,MTF_RSI_v1,BTCUSDT,LONG,2020-02-22 13:00:00,2020-02-22 21:07:26,48398.97594948,48714.35051743,47672.99131024,49608.95034822,0.1062,1061.93,0.6516,6.92,TIME_EXIT,8.12,True,1h,2026-03-08T18:36:22.401818
744E2F27134368BD,MTF_RSI_v1,DOTUSDT,SHORT,2020-02-25 12:00:00,2020-02-25 23:29:31,2234.06480086,2243.39432407,2267.57577287,2178.21318084,0.0914,913.98,-0.4176,-3.82,TIME_EXIT,11.49,False,1h,2026-03-08T18:36:22.396852
C9CE3B6452879E4D,MTF_RSI_v1,AVAXUSDT,LONG,2020-02-26 14:00:00,2020-02-26 21:45:06,911.0965666,915.64510077,897.4301181,933.87398077,0.0933,932.63,0.4992,4.66,TIME_EXIT,7.75,True,1h,2026-03-08T18:36:22.402476
FFEE3F53A9A86426,MTF_RSI_v1,AVAXUSDT,LONG,2020-02-27 23:00:00,2020-02-28 10:07:11,1198.31627082,1204.91840578,1180.34152676,1228.27417759,0.1031,1030.6,0.551,5.68,TAKE_PROFIT,11.12,True,1h,2026-03-08T18:36:22.400823
DA5D46CCD24164FF,MTF_RSI_v1,XRPUSDT,SHORT,2020-02-29 11:00:00,2020-02-29 13:42:49,578.95257295,575.66695496,587.63686154,564.47875862,0.0972,971.8,0.5675,5.52,TAKE_PROFIT,2.71,True,1h,2026-03-08T18:36:22.398911
CFF69E0BD40AE908,MTF_RSI_v1,ADAUSDT,LONG,2020-03-02 15:00:00,2020-03-02 20:00:55,1653.71038839,1647.96996222,1628.90473256,1695.0531481,0.1134,1133.87,-0.3471,-3.94,TIME_EXIT,5.02,False,1h,2026-03-08T18:36:22.399505
D0F5D2028052DE51,MTF_RSI_v1,AVAXUSDT,LONG,2020-03-03 16:00:00,2020-03-04 01:49:09,4759.46022548,4785.37234252,4688.06832209,4878.44673111,0.1073,1072.73,0.5444,5.84,TIME_EXIT,9.82,True,1h,2026-03-08T18:36:22.395731
4D3F36BA0F2B14EE,MTF_RSI_v1,SOLUSDT,LONG,2020-03-10 15:00:00,2020-03-11 02:17:20,1682.39677489,1691.971789,1657.16082327,1724.45669426,0.0929,929.34,0.5691,5.29,TRAILING_STOP,11.29,True,1h,2026-03-08T18:36:22.396208
F239BFBB463B6E13,MTF_RSI_v1,DOTUSDT,LONG,2020-03-12 18:00:00,2020-03-12 20:56:47,2415.08208925,2435.1057575,2378.85585791,2475.45914148,0.1138,1137.76,0.8291,9.43,TAKE_PROFIT,2.95,True,1h,2026-03-08T18:36:22.400053
9F4ADAA59EF027B2,MTF_RSI_v1,LINKUSDT,LONG,2020-03-14 05:00:00,2020-03-14 12:04:00,4328.67579041,4349.58739806,4263.74565355,4436.89268517,0.1045,1045.49,0.4831,5.05,TAKE_PROFIT,7.07,True,1h,2026-03-08T18:36:22.395949
509ED4BC128A5F3A,MTF_RSI_v1,ETHUSDT,SHORT,2020-03-14 19:00:00,2020-03-15 01:09:16,3829.87661841,3800.61470319,3887.32476769,3734.12970295,0.0915,915.45,0.764,6.99,TAKE_PROFIT,6.15,True,1h,2026-03-08T18:36:22.396485
D8693D4CD3D89B89,MTF_RSI_v1,ETHUSDT,SHORT,2020-03-14 21:00:00,2020-03-15 02:09:28,3954.9297642,3924.78797198,4014.25371066,3856.05652009,0.1152,1151.77,0.7621,8.78,TRAILING_STOP,5.16,True,1h,2026-03-08T18:36:22.403017
C82CF1F8A9C56034,MTF_RSI_v1,SOLUSDT,SHORT,2020-03-16 04:00:00,2020-03-16 15:26:45,4374.46938934,4391.49252121,4440.08643018,4265.1076546,0.1019,1019.23,-0.3891,-3.97,TIME_EXIT,11.45,False,1h,2026-03-08T18:36:22.396458
D5539A79D41C4FEF,MTF_RSI_v1,AVAXUSDT,LONG,2020-03-18 17:00:00,2020-03-19 02:22:10,3587.10826191,3606.6998546,3533.30163798,3676.78596845,0.1011,1010.77,0.5462,5.52,TIME_EXIT,9.37,True,1h,2026-03-08T18:36:22.399566
53437EE0F46F53A8,MTF_RSI_v1,SOLUSDT,SHORT,2020-03-22 19:00:00,2020-03-22 21:15:09,4594.48459002,4611.50243483,4663.40185887,4479.62247527,0.1107,1107.48,-0.3704,-4.1,STOP_LOSS,2.25,False,1h,2026-03-08T18:36:22.401229
A5885FA797FF0797,MTF_RSI_v1,BNBUSDT,LONG,2020-03-23 12:00:00,2020-03-23 14:54:34,4301.60688556,4325.27682218,4237.08278228,4409.1470577,0.1064,1063.54,0.5503,5.85,TIME_EXIT,2.91,True,1h,2026-03-08T18:36:22.397779
CD3FCD2F650E8D99,MTF_RSI_v1,AVAXUSDT,LONG,2020-03-23 18:00:00,2020-03-24 01:17:46,1603.50345449,1598.48207824,1579.45090267,1643.59104085,0.0815,815.26,-0.3132,-2.55,TIME_EXIT,7.3,False,1h,2026-03-08T18:36:22.403211
DE11288AAE97C289,MTF_RSI_v1,XRPUSDT,LONG,2020-03-24 05:00:00,2020-03-24 14:43:26,1349.17417431,1359.72578388,1328.9365617,1382.90352867,0.0861,861.3,0.7821,6.74,TRAILING_STOP,9.72,True,1h,2026-03-08T18:36:22.401641
4B3FE74AE298202C,MTF_RSI_v1,SOLUSDT,SHORT,2020-03-30 20:00:00,2020-03-30 23:08:24,1240.37446186,1233.75949201,1258.98007879,1209.36510032,0.1197,1197.17,0.5333,6.38,TRAILING_STOP,3.14,True,1h,2026-03-08T18:36:22.398891
3A8B3F6EBD3A0D9A,MTF_RSI_v1,ETHUSDT,LONG,2020-04-01 03:00:00,2020-04-01 11:04:52,3283.15269646,3307.51080774,3233.90540601,3365.23151387,0.0866,866.02,0.7419,6.43,TAKE_PROFIT,8.08,True,1h,2026-03-08T18:36:22.398425
7EE34DD5FF770BA3,MTF_RSI_v1,BTCUSDT,LONG,2020-04-05 20:00:00,2020-04-05 23:52:39,16326.40645788,16456.86404683,16081.51036101,16734.56661932,0.0846,845.67,0.7991,6.76,TIME_EXIT,3.88,True,1h,2026-03-08T18:36:22.399897
DD56C2437853D3AC,MTF_RSI_v1,AVAXUSDT,SHORT,2020-04-07 14:00:00,2020-04-07 21:23:13,3520.26595196,3496.26516016,3573.06994123,3432.25930316,0.1098,1097.97,0.6818,7.49,TIME_EXIT,7.39,True,1h,2026-03-08T18:36:22.397923
0F760C31C6B8CC24,MTF_RSI_v1,BTCUSDT,LONG,2020-04-08 10:00:00,2020-04-08 14:33:05,25639.65036149,25783.5650192,25255.05560607,26280.64162053,0.0812,812.36,0.5613,4.56,TIME_EXIT,4.55,True,1h,2026-03-08T18:36:22.398638
E1CF8DF889E78B2B,MTF_RSI_v1,BTCUSDT,SHORT,2020-04-11 07:00:00,2020-04-11 17:14:50,48100.67672931,48287.008229,48822.18688025,46898.15981108,0.1198,1197.65,-0.3874,-4.64,TIME_EXIT,10.25,False,1h,2026-03-08T18:36:22.402065
AA88DF3424524E4B,MTF_RSI_v1,XRPUSDT,LONG,2020-04-13 03:00:00,2020-04-13 10:26:51,3183.97338823,3208.82157601,3136.21378741,3263.57272294,0.1108,1108.02,0.7804,8.65,TRAILING_STOP,7.45,True,1h,2026-03-08T18:36:22.397913
C8E0B91A7F6D54D7,MTF_RSI_v1,ADAUSDT,SHORT,2020-04-15 09:00:00,2020-04-15 20:47:10,835.23390462,829.2598309,847.76241319,814.353057,0.081,809.51,0.7153,5.79,TIME_EXIT,11.79,True,1h,2026-03-08T18:36:22.397330
FA272272CE33F612,MTF_RSI_v1,SOLUSDT,LONG,2020-04-20 00:00:00,2020-04-20 02:04:50,2060.26736198,2052.43926152,2029.36335155,2111.77404603,0.0811,810.75,-0.38,-3.08,STOP_LOSS,2.08,False,1h,2026-03-08T18:36:22.400303
AB5802D566C2758E,MTF_RSI_v1,SOLUSDT,LONG,2020-04-21 18:00:00,2020-04-21 22:44:46,1163.80217097,1158.99316829,1146.34513841,1192.89722525,0.1023,1022.89,-0.4132,-4.23,TIME_EXIT,4.75,False,1h,2026-03-08T18:36:22.403193
3EA09252B707EB1D,MTF_RSI_v1,ETHUSDT,LONG,2020-04-22 18:00:00,2020-04-22 21:04:11,1654.64391739,1649.04862198,1629.82425863,1696.01001533,0.0926,926.17,-0.3382,-3.13,STOP_LOSS,3.07,False,1h,2026-03-08T18:36:22.400947
0A967900CE00C9D8,MTF_RSI_v1,BTCUSDT,LONG,2020-04-23 16:00:00,2020-04-24 02:16:20,38003.5136883,37875.91142998,37433.46098298,38953.60153051,0.102,1019.75,-0.3358,-3.42,STOP_LOSS,10.27,False,1h,2026-03-08T18:36:22.397192
716BE3B14A1A5E22,MTF_RSI_v1,DOTUSDT,SHORT,2020-05-09 05:00:00,2020-05-09 16:08:18,4259.87246023,4235.3575587,4323.77054713,4153.37564872,0.104,1040.32,0.5755,5.99,TIME_EXIT,11.14,True,1h,2026-03-08T18:36:22.401897
F0D42D466C149334,MTF_RSI_v1,ETHUSDT,SHORT,2020-05-11 03:00:00,2020-05-11 06:53:07,697.05531407,699.37926737,707.51114378,679.62893122,0.1029,1029.28,-0.3334,-3.43,STOP_LOSS,3.89,False,1h,2026-03-08T18:36:22.400774
92B4506E2BBF3BB8,MTF_RSI_v1,DOTUSDT,LONG,2020-05-15 06:00:00,2020-05-15 16:08:07,2725.49948307,2740.57136343,2684.61699083,2793.63697015,0.0881,880.6,0.553,4.87,TAKE_PROFIT,10.14,True,1h,2026-03-08T18:36:22.397379
6714AB5C0AA558C2,MTF_RSI_v1,SOLUSDT,SHORT,2020-05-16 18:00:00,2020-05-17 03:51:02,3577.87804111,3550.93111682,3631.54621173,3488.43109009,0.1041,1041.01,0.7532,7.84,TAKE_PROFIT,9.85,True,1h,2026-03-08T18:36:22.402458
FC946ED4CDFD39ED,MTF_RSI_v1,SOLUSDT,SHORT,2020-05-24 04:00:00,2020-05-24 14:22:01,3086.6985012,3098.62756456,3132.99897872,3009.53103867,0.1114,1113.78,-0.3865,-4.3,TIME_EXIT,10.37,False,1h,2026-03-08T18:36:22.400104
DDCD55E0EFA70CEF,MTF_RSI_v1,ADAUSDT,SHORT,2020-05-28 14:00:00,2020-05-28 21:55:51,2286.26338865,2293.52177662,2320.55733948,2229.10680393,0.0874,874.3,-0.3175,-2.78,TIME_EXIT,7.93,False,1h,2026-03-08T18:36:22.402799
CB0FE5FC4B1C1252,MTF_RSI_v1,SOLUSDT,SHORT,2020-06-04 14:00:00,2020-06-04 20:42:59,4099.58895634,4111.43557666,4161.08279068,3997.09923243,0.0905,904.73,-0.289,-2.61,TIME_EXIT,6.72,False,1h,2026-03-08T18:36:22.399538
404730CEA7F787BA,MTF_RSI_v1,XRPUSDT,LONG,2020-06-08 02:00:00,2020-06-08 11:24:00,1987.39877769,2000.2504112,1957.58779603,2037.08374714,0.0927,926.6,0.6467,5.99,TRAILING_STOP,9.4,True,1h,2026-03-08T18:36:22.401308
27E80394A78D2734,MTF_RSI_v1,BTCUSDT,SHORT,2020-06-09 03:00:00,2020-06-09 07:47:00,12333.34058769,12233.80914015,12518.34069651,12025.007073,0.0846,846.45,0.807,6.83,TIME_EXIT,4.78,True,1h,2026-03-08T18:36:22.396536
3F2A48652CBA49F9,MTF_RSI_v1,LINKUSDT,LONG,2020-06-09 06:00:00,2020-06-09 15:44:16,1591.2293916,1585.10982694,1567.36095073,1631.01012639,0.1171,1170.9,-0.3846,-4.5,TIME_EXIT,9.74,False,1h,2026-03-08T18:36:22.399495
263FD50327FED222,MTF_RSI_v1,XRPUSDT,SHORT,2020-06-10 01:00:00,2020-06-10 10:54:58,984.41477403,976.44994042,999.18099564,959.80440468,0.1046,1045.9,0.8091,8.46,TAKE_PROFIT,9.92,True,1h,2026-03-08T18:36:22.396144
568EACAD6F435495,MTF_RSI_v1,AVAXUSDT,LONG,2020-06-12 04:00:00,2020-06-12 09:19:54,1934.99381836,1946.05260742,1905.96891109,1983.36866382,0.101,1010.11,0.5715,5.77,TRAILING_STOP,5.33,True,1h,2026-03-08T18:36:22.398018
E323FD5EFAAFBED1,MTF_RSI_v1,BTCUSDT,LONG,2020-06-16 20:00:00,2020-06-17 05:55:13,22062.89258492,21979.91616251,21731.94919615,22614.46489954,0.1119,1118.99,-0.3761,-4.21,STOP_LOSS,9.92,False,1h,2026-03-08T18:36:22.399790
32D35D2A51AA80DB,MTF_RSI_v1,BNBUSDT,LONG,2020-06-18 23:00:00,2020-06-19 03:45:26,3862.44819878,3887.90528042,3804.51147579,3959.00940374,0.1087,1086.6,0.6591,7.16,TIME_EXIT,4.76,True,1h,2026-03-08T18:36:22.400161
5DD741E971027BD1,MTF_RSI_v1,DOTUSDT,LONG,2020-06-19 06:00:00,2020-06-19 14:05:18,1661.40463576,1673.9623779,1636.48356622,1702.93975165,0.0878,878.38,0.7559,6.64,TRAILING_STOP,8.09,True,1h,2026-03-08T18:36:22.397287
97FAD5AE65BA0A1C,MTF_RSI_v1,DOTUSDT,SHORT,2020-06-20 00:00:00,2020-06-20 11:12:58,1409.08921322,1413.21659241,1430.22555142,1373.86198289,0.0832,831.69,-0.2929,-2.44,TIME_EXIT,11.22,False,1h,2026-03-08T18:36:22.398249
23D7F4ABA1979B3D,MTF_RSI_v1,LTCUSDT,LONG,2020-06-20 12:00:00,2020-06-20 22:41:29,750.0518523,755.907847,738.80107452,768.80314861,0.1031,1030.63,0.7807,8.05,TRAILING_STOP,10.69,True,1h,2026-03-08T18:36:22.397998
FA004F45138E8424,MTF_RSI_v1,DOTUSDT,LONG,2020-06-24 08:00:00,2020-06-24 18:22:31,4090.01722479,4110.8319589,4028.66696642,4192.26765541,0.1105,1105.43,0.5089,5.63,TAKE_PROFIT,10.38,True,1h,2026-03-08T18:36:22.400198
1D8C86B87247C22E,MTF_RSI_v1,ADAUSDT,SHORT,2020-06-24 14:00:00,2020-06-25 00:39:23,1931.15521387,1939.22347219,1960.12254208,1882.87633352,0.1085,1084.5,-0.4178,-4.53,TIME_EXIT,10.66,False,1h,2026-03-08T18:36:22.403105
FF079A61B66EA372,MTF_RSI_v1,ADAUSDT,SHORT,2020-06-25 21:00:00,2020-06-26 03:26:39,2186.35692519,2175.11903917,2219.15227907,2131.69800206,0.1099,1099.08,0.514,5.65,TIME_EXIT,6.44,True,1h,2026-03-08T18:36:22.401299
72052F7E8710480F,MTF_RSI_v1,ETHUSDT,LONG,2020-07-08 05:00:00,2020-07-08 08:27:03,2326.31129896,2340.34393591,2291.41662947,2384.46908143,0.1053,1052.57,0.6032,6.35,TIME_EXIT,3.45,True,1h,2026-03-08T18:36:22.400615
BC5C9CDD5B16AB01,MTF_RSI_v1,BNBUSDT,LONG,2020-07-10 22:00:00,2020-07-11 06:28:13,3640.93801645,3661.31364692,3586.32394621,3731.96146687,0.0822,821.99,0.5596,4.6,TAKE_PROFIT,8.47,True,1h,2026-03-08T18:36:22.395457
B4E764DD08BFEFB3,MTF_RSI_v1,DOTUSDT,LONG,2020-07-11 17:00:00,2020-07-12 03:23:52,4898.11454265,4932.66982992,4824.64282451,5020.56740621,0.0874,873.92,0.7055,6.17,TRAILING_STOP,10.4,True,1h,2026-03-08T18:36:22.399282
3D39A2DBBB81F598,MTF_RSI_v1,AVAXUSDT,SHORT,2020-07-12 13:00:00,2020-07-12 17:47:06,4134.42011655,4104.942344,4196.4364183,4031.05961364,0.1099,1098.97,0.713,7.84,TRAILING_STOP,4.79,True,1h,2026-03-08T18:36:22.397151
BAE9E829C861FBC1,MTF_RSI_v1,ETHUSDT,LONG,2020-07-15 16:00:00,2020-07-16 02:20:30,4454.31740585,4437.99084806,4387.50264476,4565.675341,0.0826,825.88,-0.3665,-3.03,STOP_LOSS,10.34,False,1h,2026-03-08T18:36:22.397844
AFEE15BB768B864A,MTF_RSI_v1,BNBUSDT,SHORT,2020-07-16 12:00:00,2020-07-16 22:08:04,3559.65799916,3574.41313031,3613.05286915,3470.66654918,0.085,849.58,-0.4145,-3.52,STOP_LOSS,10.13,False,1h,2026-03-08T18:36:22.402913
7C09685DE9860F48,MTF_RSI_v1,ETHUSDT,LONG,2020-07-21 21:00:00,2020-07-22 00:19:23,1638.91722192,1633.14352161,1614.33346359,1679.89015246,0.0845,845.14,-0.3523,-2.98,STOP_LOSS,3.32,False,1h,2026-03-08T18:36:22.399608
D3A0B3B7918F79C3,MTF_RSI_v1,ETHUSDT,SHORT,2020-07-22 15:00:00,2020-07-22 17:34:02,4923.15065772,4939.98451636,4996.99791759,4800.07189128,0.0903,903.44,-0.3419,-3.09,STOP_LOSS,2.57,False,1h,2026-03-08T18:36:22.399264
138602FAE6D78600,MTF_RSI_v1,XRPUSDT,LONG,2020-07-22 15:00:00,2020-07-23 01:57:29,960.85414505,965.69865978,946.44133287,984.87549867,0.0812,812.07,0.5042,4.09,TIME_EXIT,10.96,True,1h,2026-03-08T18:36:22.401326
FA4060C7B58CAF30,MTF_RSI_v1,ETHUSDT,SHORT,2020-07-23 08:00:00,2020-07-23 16:56:05,225.4704408,226.34020074,228.85249741,219.83367978,0.1182,1182.09,-0.3858,-4.56,TIME_EXIT,8.93,False,1h,2026-03-08T18:36:22.403026
51E629E4A49DC74B,MTF_RSI_v1,ADAUSDT,SHORT,2020-07-24 20:00:00,2020-07-24 22:41:07,3031.64503716,3009.9264686,3077.11971271,2955.85391123,0.1093,1092.59,0.7164,7.83,TIME_EXIT,2.69,True,1h,2026-03-08T18:36:22.397581
AA4A88B7177004C1,MTF_RSI_v1,BNBUSDT,SHORT,2020-07-25 21:00:00,2020-07-26 00:57:40,4338.63711129,4355.23885499,4403.71666796,4230.17118351,0.102,1019.61,-0.3826,-3.9,STOP_LOSS,3.96,False,1h,2026-03-08T18:36:22.401259
857A38E0E74C1EE0,MTF_RSI_v1,AVAXUSDT,SHORT,2020-07-26 08:00:00,2020-07-26 18:43:34,927.4152706,920.03532028,941.32649965,904.22988883,0.0935,935.42,0.7958,7.44,TAKE_PROFIT,10.73,True,1h,2026-03-08T18:36:22.399938
DD883763C9FB4556,MTF_RSI_v1,XRPUSDT,LONG,2020-07-30 04:00:00,2020-07-30 10:59:16,1310.88582211,1317.81599229,1291.22253478,1343.65796766,0.0849,848.78,0.5287,4.49,TRAILING_STOP,6.99,True,1h,2026-03-08T18:36:22.402204
9C835C2A2DBC69A7,MTF_RSI_v1,XRPUSDT,SHORT,2020-07-30 05:00:00,2020-07-30 09:31:12,3862.75445088,3876.50725527,3920.69576765,3766.18558961,0.1029,1028.75,-0.356,-3.66,TIME_EXIT,4.52,False,1h,2026-03-08T18:36:22.398900
CF047A5ACFCB6036,MTF_RSI_v1,XRPUSDT,SHORT,2020-08-01 04:00:00,2020-08-01 10:05:40,4812.97189737,4776.09999665,4885.16647584,4692.64759994,0.1124,1124.21,0.7661,8.61,TAKE_PROFIT,6.09,True,1h,2026-03-08T18:36:22.396240
5DD060A3CCA693BB,MTF_RSI_v1,ETHUSDT,SHORT,2020-08-02 15:00:00,2020-08-03 01:26:58,2042.91397894,2048.8915428,2073.55768863,1991.84112947,0.1123,1122.77,-0.2926,-3.29,TIME_EXIT,10.45,False,1h,2026-03-08T18:36:22.400566
6C8C7E0981D5254A,MTF_RSI_v1,XRPUSDT,SHORT,2020-08-07 18:00:00,2020-08-08 04:15:24,4564.66716068,4529.74217325,4633.13716809,4450.55048167,0.1136,1136.19,0.7651,8.69,TIME_EXIT,10.26,True,1h,2026-03-08T18:36:22.400673
76526AC6FDAAB9DB,MTF_RSI_v1,AVAXUSDT,SHORT,2020-08-11 18:00:00,2020-08-12 05:32:02,1127.35298808,1131.82704858,1144.26328291,1099.16916338,0.0929,929.43,-0.3969,-3.69,STOP_LOSS,11.53,False,1h,2026-03-08T18:36:22.401679
3E2F0DE88C0E8F91,MTF_RSI_v1,SOLUSDT,SHORT,2020-08-16 02:00:00,2020-08-16 08:37:24,1554.33629076,1559.61861925,1577.65133512,1515.47788349,0.1109,1108.94,-0.3398,-3.77,STOP_LOSS,6.62,False,1h,2026-03-08T18:36:22.395761
B7BFBCC5F389DBF7,MTF_RSI_v1,SOLUSDT,SHORT,2020-08-19 09:00:00,2020-08-19 12:15:34,3197.81483426,3176.33321358,3245.78205677,3117.8694634,0.1199,1198.7,0.6718,8.05,TAKE_PROFIT,3.26,True,1h,2026-03-08T18:36:22.401390
1829DBCD46356B13,MTF_RSI_v1,AVAXUSDT,LONG,2020-08-20 02:00:00,2020-08-20 08:41:41,3305.07015527,3325.44840881,3255.49410294,3387.69690915,0.089,890.05,0.6166,5.49,TIME_EXIT,6.69,True,1h,2026-03-08T18:36:22.398998
12872C4004EAF1EC,MTF_RSI_v1,LINKUSDT,LONG,2020-08-21 01:00:00,2020-08-21 03:27:11,530.9767759,533.96332976,523.01212426,544.2511953,0.1084,1083.62,0.5625,6.09,TRAILING_STOP,2.45,True,1h,2026-03-08T18:36:22.401580
D1B51263438ACD57,MTF_RSI_v1,LINKUSDT,LONG,2020-08-21 10:00:00,2020-08-21 17:25:15,705.74339227,710.55227503,695.15724138,723.38697707,0.1144,1143.89,0.6814,7.79,TAKE_PROFIT,7.42,True,1h,2026-03-08T18:36:22.397657
